"STATEUT","DISTRICT","Year","Rape","Kidnapping","DowryDeaths","Assault","Modesty","FamilyCruelty","Importation"
"ASSAM","NAGAON",2012,173,348,10,245,3,875,0
"ASSAM","NALBARI",2012,34,89,3,83,0,131,0
"ASSAM","R.P.O.",2012,0,6,0,0,0,0,0
"ASSAM","SIBSAGAR",2012,78,153,5,134,0,269,0
"ASSAM","SONITPUR",2012,97,220,11,39,0,124,0
"ASSAM","TINSUKIA",2012,64,142,1,43,0,137,0
"ASSAM","UDALGURI",2012,23,38,8,41,0,46,0
"ASSAM","TOTAL",2012,1716,3360,140,1840,5,6407,2
"BIHAR","ARARIA",2012,53,78,21,8,7,32,0
"BIHAR","ARWAL",2012,5,24,13,0,0,22,0
"BIHAR","AURANGABAD",2012,22,58,27,2,0,110,0
"BIHAR","BAGAHA",2012,11,69,9,0,0,37,0
"BIHAR","BANKA",2012,17,45,17,0,0,37,0
"BIHAR","BEGUSARAI",2012,11,113,27,0,0,79,0
"BIHAR","BETTIAH",2012,35,141,28,0,0,20,0
"BIHAR","BHABUA",2012,10,38,21,0,0,42,0
"BIHAR","BHAGALPUR",2012,31,106,24,0,4,119,0
"BIHAR","BHOJPUR",2012,9,69,38,0,0,56,0
"BIHAR","BUXAR",2012,21,70,28,29,0,86,0
"BIHAR","DARBHANGA",2012,44,150,34,0,1,377,0
"BIHAR","GAYA",2012,35,120,53,0,0,92,0
"BIHAR","GOPALGANJ",2012,20,89,43,0,0,190,0
"BIHAR","JAMALPUR RLY.",2012,1,0,0,0,0,0,0
"BIHAR","JAMUI",2012,27,43,18,2,0,65,0
"BIHAR","JEHANABAD",2012,8,41,24,0,0,37,0
"BIHAR","KATIHAR",2012,73,112,24,1,1,111,0
"BIHAR","KATIHAR RLY.",2012,0,6,0,1,0,1,0
"BIHAR","KHAGARIA",2012,18,34,12,0,0,41,0
"BIHAR","KISHANGANJ",2012,32,71,19,0,0,50,0
"BIHAR","LAKHISARAI",2012,13,28,10,3,0,55,0
"BIHAR","MADHEPURA",2012,31,56,15,0,2,46,0
"BIHAR","MADHUBANI",2012,31,163,27,0,0,195,0
"BIHAR","MOTIHARI",2012,22,198,67,0,16,156,0
"BIHAR","MUNGER",2012,9,49,8,1,0,40,0
"BIHAR","MUZAFFARPUR",2012,34,220,83,0,0,80,3
"BIHAR","MUZAFFARPUR RLY.",2012,2,0,0,0,0,0,0
"BIHAR","NALANDA",2012,11,85,79,7,1,116,0
"BIHAR","NAUGACHIA",2012,2,18,10,0,0,64,0
"BIHAR","NAWADA",2012,18,57,29,0,0,13,0
"BIHAR","PATNA",2012,49,300,97,19,1,377,0
"BIHAR","PATNA RLY.",2012,2,5,3,16,0,2,0
"BIHAR","PURNIA",2012,39,95,17,8,4,0,1
"BIHAR","ROHTAS",2012,26,94,44,15,0,92,0
"BIHAR","SAHARSA",2012,16,76,10,0,0,72,0
"BIHAR","SAMASTIPUR",2012,24,112,34,0,0,114,0
"BIHAR","SARAN",2012,23,137,74,0,0,138,0
"BIHAR","SHEIKHPURA",2012,10,27,8,0,0,37,0
"BIHAR","SHEOHAR",2012,2,22,9,3,0,9,0
"BIHAR","SITAMARHI",2012,20,143,30,0,0,100,0
"BIHAR","SIWAN",2012,20,166,64,2,0,101,0
"BIHAR","SUPAUL",2012,20,90,15,0,0,79,0
"BIHAR","VAISHALI",2012,20,171,62,1,0,196,0
"BIHAR","TOTAL",2012,927,3789,1275,118,37,3686,4
"CHHATTISGARH","BALOD",2012,22,6,4,50,1,9,0
"CHHATTISGARH","BALODA BAZAR",2012,45,18,0,98,10,37,0
"CHHATTISGARH","BALRAMPUR",2012,64,0,0,52,2,30,0
"CHHATTISGARH","BEMETARA",2012,24,18,3,61,5,29,0
"CHHATTISGARH","BILASPUR",2012,47,28,10,169,11,95,0
"CHHATTISGARH","BIZAPUR",2012,4,3,0,5,0,1,0
"CHHATTISGARH","DANTEWADA",2012,7,1,0,4,0,5,0
"CHHATTISGARH","DHAMTARI",2012,21,2,1,36,11,15,0
"CHHATTISGARH","DURG",2012,91,47,9,178,25,111,0
"CHHATTISGARH","GARIYABAND",2012,19,2,1,28,5,6,0
"CHHATTISGARH","GRP RAIPUR",2012,2,6,0,5,0,2,0
"CHHATTISGARH","JAGDALPUR",2012,36,10,0,20,0,8,0
"CHHATTISGARH","JANJGIR-CHAMPA",2012,33,19,11,104,13,123,0
"CHHATTISGARH","JASHPUR",2012,80,19,2,29,0,31,0
"CHHATTISGARH","KAWARDHA",2012,22,14,1,58,2,20,0
"CHHATTISGARH","KANKER",2012,23,6,2,18,1,19,0
"CHHATTISGARH","KONDAGAON",2012,11,0,0,4,3,2,0
"CHHATTISGARH","KORBA",2012,43,15,4,59,7,42,0
"CHHATTISGARH","KORIYA",2012,42,12,5,86,2,65,0
"CHHATTISGARH","MAHASAMUND",2012,28,37,4,63,4,33,0
"CHHATTISGARH","MUNGELI",2012,6,13,2,24,3,26,0
"CHHATTISGARH","NARAYANPUR",2012,5,1,0,4,2,0,0
"CHHATTISGARH","RAIGARH",2012,69,14,6,81,8,55,0
"CHHATTISGARH","RAIPUR",2012,111,14,8,148,38,109,0
"CHHATTISGARH","RAJ NANDGAON",2012,31,7,3,52,7,17,0
"CHHATTISGARH","SURGUJA",2012,73,18,0,89,1,25,0
"CHHATTISGARH","SUKMA",2012,1,5,0,2,0,2,0
"CHHATTISGARH","SURAJPUR",2012,74,15,5,74,1,63,0
"CHHATTISGARH","TOTAL",2012,1034,350,81,1601,162,980,0
"GOA","NORTH GOA",2012,26,10,0,29,14,11,0
"GOA","SOUTH GOA",2012,29,6,0,20,2,13,0
"GOA","TOTAL",2012,55,16,0,49,16,24,0
"GUJARAT","AHMEDABAD COMMR.",2012,63,183,11,79,7,1448,0
"GUJARAT","AHMEDABAD RURAL",2012,5,67,0,33,0,163,0
"GUJARAT","AHMADABAD",2012,68,250,11,112,7,1611,0
"GUJARAT","AHWA-DANG",2012,1,1,0,1,1,8,0
"GUJARAT","AMRELI",2012,10,75,0,20,7,146,0
"GUJARAT","ANAND",2012,9,53,0,22,1,188,0
"GUJARAT","BHARUCH",2012,12,22,0,19,1,0,0
"GUJARAT","BHAVNAGAR",2012,13,96,0,30,42,221,0
"GUJARAT","CID CRIME",2012,1,0,0,0,0,0,0
"GUJARAT","DAHOD",2012,10,67,0,17,0,7,0
"GUJARAT","GANDHINAGAR",2012,20,26,0,10,1,159,0
"GUJARAT","HIMMATNAGAR",2012,10,55,0,22,4,249,0
"GUJARAT","JAMNAGAR",2012,22,37,0,40,4,439,0
"GUJARAT","JUNAGADH",2012,15,53,1,37,5,411,0
"GUJARAT","KHEDA",2012,18,55,0,22,0,161,0
"GUJARAT","KACHCHH (EAST(G))",2012,17,23,1,12,0,188,0
"GUJARAT","KACHCHH (WEST-BHUJ)",2012,8,17,0,18,0,127,0
"GUJARAT","KACHCHH",2012,25,40,1,30,0,315,0
"GUJARAT","MAHESANA",2012,10,54,0,28,1,245,0
"GUJARAT","NARMADA",2012,7,5,0,3,0,13,0
"GUJARAT","NAVSARI",2012,4,15,0,4,0,114,0
"GUJARAT","PALANPUR",2012,49,107,0,64,1,349,0
"GUJARAT","PANCHMAHAL",2012,5,73,0,36,0,294,0
"GUJARAT","PATAN",2012,7,31,0,32,1,151,0
"GUJARAT","PORBANDAR",2012,10,7,1,8,0,73,0
"GUJARAT","RAJKOT COMMR.",2012,11,50,0,10,3,264,0
"GUJARAT","RAJKOT RURAL",2012,20,58,3,26,3,292,0
"GUJARAT","RAJKOT",2012,31,108,3,36,6,556,0
"GUJARAT","SURAT COMMR.",2012,40,66,3,28,0,299,0
"GUJARAT","SURAT RURAL",2012,13,30,1,14,2,94,0
"GUJARAT","SURAT",2012,53,96,4,42,2,393,0
"GUJARAT","SURENDRANAGAR",2012,19,46,0,51,5,124,0
"GUJARAT","TAPI",2012,5,3,0,9,0,17,0
"GUJARAT","VADODARA COMMR.",2012,11,57,0,15,4,306,0
"GUJARAT","VADODARA RURAL",2012,15,72,0,23,0,90,0
"GUJARAT","W.RLY VADODARA",2012,0,2,0,1,0,1,0
"GUJARAT","VADODARA",2012,26,131,0,39,4,397,0
"GUJARAT","VALSAD",2012,12,19,0,9,0,15,0
"GUJARAT","W.RLY AHMADABAD",2012,1,2,0,2,0,2,0
"GUJARAT","TOTAL",2012,473,1527,21,745,93,6658,0
"HARYANA","AMBALA RURAL",2012,11,19,7,12,4,73,0
"HARYANA","AMBALA URBAN",2012,21,39,5,23,14,159,0
"HARYANA","AMBALA",2012,32,58,12,35,18,232,0
"HARYANA","BHIWANI",2012,28,69,19,45,23,179,0
"HARYANA","FARIDABAD",2012,47,87,8,31,84,197,0
"HARYANA","FATEHABAD",2012,15,33,4,7,7,125,0
"HARYANA","GRP",2012,1,7,5,9,83,1,0
"HARYANA","GURGAON",2012,44,47,15,18,31,150,0
"HARYANA","HISAR",2012,44,88,12,39,23,312,0
"HARYANA","JHAJJAR",2012,20,17,10,19,14,135,0
"HARYANA","JIND",2012,34,40,17,27,0,114,0
"HARYANA","KAITHAL",2012,18,20,6,15,0,127,0
"HARYANA","KARNAL",2012,63,41,23,50,28,204,0
"HARYANA","KURUKSHETRA",2012,25,30,11,20,27,110,0
"HARYANA","MAHENDRAGARH",2012,14,18,10,26,0,78,0
"HARYANA","MEWAT",2012,50,15,5,15,7,168,0
"HARYANA","PALWAL",2012,32,47,12,27,0,107,0
"HARYANA","PANCHKULA",2012,18,23,7,13,1,51,0
"HARYANA","PANIPAT",2012,35,67,15,23,12,136,0
"HARYANA","REWARI",2012,24,20,12,16,1,102,0
"HARYANA","ROHTAK",2012,37,23,12,24,40,143,0
"HARYANA","SIRSA",2012,30,55,6,25,1,159,0
"HARYANA","SONEPAT",2012,32,49,30,26,25,185,0
"HARYANA","YAMUNA NAGAR",2012,25,46,7,15,9,122,0
"HARYANA","TOTAL",2012,668,900,258,525,434,3137,0
"HIMACHAL PRADESH","BADDIPOLICEDIST",2012,12,8,1,7,0,16,0
"HIMACHAL PRADESH","BILASPUR",2012,12,5,0,21,12,22,0
"HIMACHAL PRADESH","CHAMBA",2012,10,14,1,9,4,7,0
"HIMACHAL PRADESH","CID",2012,0,0,0,0,0,0,0
"HIMACHAL PRADESH","G.R.P.",2012,0,0,0,0,0,0,0
"HIMACHAL PRADESH","HAMIRPUR",2012,8,2,0,20,5,17,0
"HIMACHAL PRADESH","KANGRA",2012,26,47,0,45,13,43,0
"HIMACHAL PRADESH","KINNAUR",2012,6,2,0,1,0,5,0
"HIMACHAL PRADESH","KULLU",2012,22,5,0,22,0,10,0
"HIMACHAL PRADESH","LAHUL AND SPITI",2012,2,0,0,1,0,0,0
"HIMACHAL PRADESH","MANDI",2012,28,18,0,49,17,32,0
"HIMACHAL PRADESH","SHIMLA",2012,23,25,0,28,7,23,0
"HIMACHAL PRADESH","SIRMAUR",2012,17,11,0,24,4,18,0
"HIMACHAL PRADESH","SOLAN",2012,9,8,0,13,1,16,0
"HIMACHAL PRADESH","UNA",2012,8,7,0,10,5,42,0
"HIMACHAL PRADESH","TOTAL",2012,183,152,2,250,68,251,0
"JAMMU & KASHMIR","ANANTNAG",2012,14,92,0,130,33,4,0
"JAMMU & KASHMIR","AWANTIPORA",2012,4,29,0,11,7,1,0
"JAMMU & KASHMIR","BANDIPORA",2012,6,45,0,81,5,0,0
"JAMMU & KASHMIR","BARAMULLA",2012,12,79,0,109,23,13,0
"JAMMU & KASHMIR","BUDGAM",2012,7,73,0,114,15,5,0
"JAMMU & KASHMIR","CRIME JAMMU",2012,0,0,0,0,0,0,0
"JAMMU & KASHMIR","CRIME SRINAGAR",2012,0,0,0,0,0,0,0
"JAMMU & KASHMIR","DODA",2012,16,31,0,23,5,26,0
"JAMMU & KASHMIR","GANDERBAL",2012,9,32,0,97,3,2,0
"JAMMU & KASHMIR","HANDWARA",2012,6,35,0,88,3,2,0
"JAMMU & KASHMIR","JAMMU",2012,39,92,5,44,33,67,0
"JAMMU & KASHMIR","KARGIL",2012,1,0,0,1,0,0,0
"JAMMU & KASHMIR","KATHUA",2012,20,34,1,30,12,14,0
"JAMMU & KASHMIR","KISHTWAR",2012,6,23,0,12,1,11,0
"JAMMU & KASHMIR","KULGAM",2012,15,68,0,96,19,2,0
"JAMMU & KASHMIR","KUPWARA",2012,15,49,0,53,16,9,0
"JAMMU & KASHMIR","LADAKH (LEH)",2012,3,1,0,5,0,0,0
"JAMMU & KASHMIR","POONCH",2012,9,41,0,31,6,14,0
"JAMMU & KASHMIR","PULWAMA",2012,3,21,0,8,19,0,0
"JAMMU & KASHMIR","RAILWAYS JAMMU",2012,0,0,0,0,1,0,0
"JAMMU & KASHMIR","RAILWAYS KASHMIR",2012,0,1,0,0,0,0,0
"JAMMU & KASHMIR","RAILWAYS KATRA",2012,0,0,0,0,0,0,0
"JAMMU & KASHMIR","RAJAURI",2012,32,54,1,51,11,44,0
"JAMMU & KASHMIR","RAMBAN",2012,7,22,0,9,6,0,0
"JAMMU & KASHMIR","REASI",2012,12,18,0,14,6,2,0
"JAMMU & KASHMIR","SAMBA",2012,8,9,1,10,11,4,0
"JAMMU & KASHMIR","SHOPIAN",2012,3,47,0,29,9,0,0
"JAMMU & KASHMIR","SOPORE",2012,7,34,0,55,9,6,0
"JAMMU & KASHMIR","SRINAGAR",2012,19,89,0,201,82,63,0
"JAMMU & KASHMIR","UDHAMPUR",2012,30,22,0,20,12,12,0
"JAMMU & KASHMIR","TOTAL",2012,303,1041,8,1322,347,301,0
"JHARKHAND","BOKARO",2012,46,63,21,4,0,212,0
"JHARKHAND","CHAIBASA",2012,34,15,6,8,0,20,1
"JHARKHAND","CHATRA",2012,15,20,8,6,0,18,0
"JHARKHAND","DEOGHAR",2012,38,3,18,35,0,159,0
"JHARKHAND","DHANBAD",2012,41,101,49,4,2,89,0
"JHARKHAND","DHANBAD RLY.",2012,2,2,1,8,0,2,0
"JHARKHAND","DUMKA",2012,29,26,8,12,0,43,0
"JHARKHAND","GARHWA",2012,43,21,21,14,0,68,0
"JHARKHAND","GIRIDIH",2012,37,36,32,46,0,104,0
"JHARKHAND","GODDA",2012,22,42,11,2,0,0,0
"JHARKHAND","GUMLA",2012,36,44,2,9,0,6,0
"JHARKHAND","HAZARIBAG",2012,42,49,24,9,0,54,0
"JHARKHAND","JAMSHEDPUR",2012,56,91,17,22,3,106,0
"JHARKHAND","JAMSHEDPUR RLY.",2012,1,1,0,0,0,0,0
"JHARKHAND","JAMTARA",2012,27,10,5,1,0,72,0
"JHARKHAND","KHUNTI",2012,8,10,1,2,1,0,0
"JHARKHAND","KODERMA",2012,8,22,13,12,0,29,0
"JHARKHAND","LATEHAR",2012,15,16,4,6,0,10,0
"JHARKHAND","LOHARDAGA",2012,23,18,1,6,0,23,0
"JHARKHAND","PAKUR",2012,53,18,1,10,0,64,0
"JHARKHAND","PALAMU",2012,26,30,28,10,0,20,0
"JHARKHAND","RAMGARH",2012,26,19,7,10,2,7,0
"JHARKHAND","RANCHI",2012,52,53,11,22,1,45,0
"JHARKHAND","SAHIBGANJ",2012,65,45,6,11,1,74,2
"JHARKHAND","SARAIKELA KHARSAWAN",2012,35,14,6,10,0,25,0
"JHARKHAND","SIMDEGA",2012,32,17,1,5,0,11,0
"JHARKHAND","TOTAL",2012,812,786,302,284,10,1261,3
"KARNATAKA","BAGALKOT",2012,11,14,6,63,0,72,2
"KARNATAKA","BANGALORE URBAN",2012,90,433,51,321,51,524,0
"KARNATAKA","BANGALORE RURAL",2012,31,41,10,70,0,96,0
"KARNATAKA","BELGAUM",2012,37,34,5,205,9,307,0
"KARNATAKA","BELLARY",2012,18,24,9,48,0,104,0
"KARNATAKA","BIDAR",2012,11,24,10,40,2,99,0
"KARNATAKA","BIJAPUR",2012,18,24,4,41,0,128,9
"KARNATAKA","CBPURA",2012,12,20,12,56,3,36,0
"KARNATAKA","CHAMRAJNAGAR",2012,9,8,2,64,0,62,1
"KARNATAKA","CHIKMAGALUR",2012,11,7,4,70,2,89,4
"KARNATAKA","CHITRADURGA",2012,26,34,6,140,0,75,0
"KARNATAKA","DAKSHIN KANNADA",2012,12,9,2,35,8,42,0
"KARNATAKA","DAVANAGERE",2012,17,20,8,117,0,119,0
"KARNATAKA","DHARWAD COMMR.",2012,6,42,2,16,0,65,0
"KARNATAKA","DHARWAD RURAL",2012,5,3,0,38,0,24,0
"KARNATAKA","DHARWAD",2012,11,45,2,54,0,89,0
"KARNATAKA","GADAG",2012,6,12,2,59,0,47,0
"KARNATAKA","GULBARGA",2012,29,39,10,132,0,151,0
"KARNATAKA","HASSAN",2012,21,19,5,120,1,155,0
"KARNATAKA","HAVERI",2012,12,0,3,72,0,68,0
"KARNATAKA","K.G.F.",2012,10,0,2,10,0,19,0
"KARNATAKA","KODAGU",2012,12,3,2,25,0,43,0
"KARNATAKA","KOLAR",2012,18,14,1,37,0,34,0
"KARNATAKA","KOPPAL",2012,7,0,0,17,0,87,0
"KARNATAKA","MANDYA",2012,35,39,9,149,1,204,1
"KARNATAKA","MANGALORE CITY",2012,12,4,1,29,1,48,3
"KARNATAKA","MYSORE COMMR.",2012,12,10,6,22,0,32,12
"KARNATAKA","MYSORE RURAL",2012,28,47,1,163,0,158,0
"KARNATAKA","MYSORE",2012,40,57,7,185,0,190,0
"KARNATAKA","RAICHUR",2012,19,25,1,141,0,190,0
"KARNATAKA","RAILWAYS",2012,2,1,2,2,1,0,0
"KARNATAKA","RAMANAGAR",2012,16,53,17,112,0,73,0
"KARNATAKA","SHIMOGA",2012,14,24,6,158,3,222,0
"KARNATAKA","TUMKUR",2012,33,10,18,171,0,132,0
"KARNATAKA","UDUPI",2012,5,3,0,41,1,38,0
"KARNATAKA","UTTAR KANNADA",2012,7,10,1,97,8,78,0
"KARNATAKA","YADGIRI",2012,9,20,0,97,9,63,0
"KARNATAKA","TOTAL",2012,621,1070,218,2978,100,3684,32
"KERALA","ALAPPUZHA",2012,44,15,1,250,14,294,0
"KERALA","ERNAKULAM COMMR.",2012,28,5,0,108,16,127,0
"KERALA","ERNAKULAM RURAL",2012,59,9,0,162,25,216,0
"KERALA","ERNAKULAM",2012,87,14,0,270,41,343,0
"KERALA","IDUKKI",2012,53,10,2,189,10,219,0
"KERALA","KANNUR",2012,66,18,0,183,12,391,0
"KERALA","KASARAGOD",2012,89,10,3,156,15,205,0
"KERALA","KOLLAM COMMR.",2012,46,18,4,171,41,336,0
"KERALA","KOLLAM RURAL",2012,49,14,1,270,20,326,0
"KERALA","KOLLAM",2012,95,32,5,441,61,662,0
"KERALA","KOTTAYAM",2012,55,17,1,265,55,255,0
"KERALA","KOZHIKODE COMMR.",2012,36,3,0,103,83,144,0
"KERALA","KOZHIKODE RURAL",2012,42,13,0,153,15,313,0
"KERALA","KOZHIKODE",2012,78,16,0,256,98,457,0
"KERALA","MALAPPURAM",2012,97,3,2,221,21,668,0
"KERALA","PALAKKAD",2012,68,9,5,146,11,401,0
"KERALA","PATTANAMTHITTA",2012,32,16,2,137,8,162,0
"KERALA","RAILWAYS",2012,0,1,0,46,12,0,0
"KERALA","THRISSUR COMMR.",2012,35,9,0,111,32,146,0
"KERALA","THRISSUR RURAL",2012,46,9,2,218,36,361,0
"KERALA","THRISSUR",2012,81,18,2,329,68,507,0
"KERALA","THIRUVANANTHAPURAM COMMR.",2012,41,16,0,226,19,159,0
"KERALA","THIRUVANANTHAPURAM RURAL",2012,97,10,8,541,38,398,0
"KERALA","THIRUVANANTHAPURAM",2012,138,26,8,767,57,557,0
"KERALA","WAYANAD",2012,36,9,1,79,15,95,0
"KERALA","TOTAL",2012,1019,214,32,3735,498,5216,0
"MADHYA PRADESH","ALIRAJPUR",2012,22,12,0,31,1,2,0
"MADHYA PRADESH","ANUPPUR",2012,62,8,12,80,6,53,0
"MADHYA PRADESH","ASHOKNAGAR",2012,50,5,10,62,1,21,0
"MADHYA PRADESH","BALAGHAT",2012,78,7,6,113,11,63,0
"MADHYA PRADESH","BARWANI",2012,50,8,2,72,5,13,0
"MADHYA PRADESH","BETUL",2012,118,10,11,151,15,57,0
"MADHYA PRADESH","BHIND",2012,49,25,40,83,7,50,0
"MADHYA PRADESH","BHOPAL",2012,143,49,19,244,52,254,0
"MADHYA PRADESH","BHOPAL RLY.",2012,4,1,0,14,1,3,0
"MADHYA PRADESH","BURHANPUR",2012,23,5,2,42,22,47,0
"MADHYA PRADESH","CHHATARPUR",2012,62,39,26,172,0,68,0
"MADHYA PRADESH","CHHINDWARA",2012,122,19,18,202,41,108,0
"MADHYA PRADESH","DAMOH",2012,50,27,20,165,0,108,0
"MADHYA PRADESH","DATIA",2012,23,20,8,61,0,25,0
"MADHYA PRADESH","DEWAS",2012,70,29,19,146,31,130,0
"MADHYA PRADESH","DHAR",2012,81,45,39,173,16,69,0
"MADHYA PRADESH","DINDORI",2012,40,6,5,80,6,39,0
"MADHYA PRADESH","GUNA",2012,60,25,8,131,11,34,0
"MADHYA PRADESH","GWALIOR",2012,85,75,35,158,13,202,0
"MADHYA PRADESH","HARDA",2012,26,10,7,51,4,16,0
"MADHYA PRADESH","HOSHANGABAD",2012,69,27,12,129,21,57,0
"MADHYA PRADESH","INDORE",2012,173,42,24,405,114,448,0
"MADHYA PRADESH","INDORE RLY.",2012,3,3,0,3,1,0,0
"MADHYA PRADESH","JABALPUR",2012,127,45,33,253,43,219,0
"MADHYA PRADESH","JABALPUR RLY.",2012,3,0,0,13,1,0,0
"MADHYA PRADESH","JHABUA",2012,62,17,0,92,0,24,0
"MADHYA PRADESH","KATNI",2012,58,14,12,146,14,46,0
"MADHYA PRADESH","KHANDWA",2012,66,5,6,136,6,34,0
"MADHYA PRADESH","KHARGAON",2012,67,20,30,133,22,45,0
"MADHYA PRADESH","MANDLA",2012,75,8,3,94,12,40,0
"MADHYA PRADESH","MANDSAUR",2012,49,28,6,100,6,78,1
